model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC,ATT
OneClassSVM,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,0,0.62567,0.64286,0.75,0.6,0.42857,0.85714,0.31623,"[0.         0.         0.         0.57142857 0.57142857 0.71428571
 0.71428571 1.        ]","[0.         0.14285714 0.71428571 0.71428571 0.85714286 0.85714286
 1.         1.        ]",0.18367346938775508,1
IsolationForest,0,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,"[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 0.85714286 0.85714286 1.        ]","[0.         0.14285714 0.14285714 0.71428571 0.71428571 0.85714286
 0.85714286 1.         1.        ]",0.24489795918367346,1
Xgboost,0,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.57142857 0.57142857 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.57142857
 0.57142857 1.         1.        ]",0.2857142857142857,1
RandomForest,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 0.28571429 0.28571429 0.42857143 1.        ],[0.         0.28571429 0.28571429 0.57142857 0.57142857 1.        ],0.40816326530612246,2
DecisionTree,0,0.59064,0.64286,1.0,0.5833333333333334,0.28571,1.0,0.40825,[0.         0.14285714 0.42857143 0.42857143 0.57142857 1.        ],[0.         0.         0.         0.14285714 0.28571429 1.        ],0.693877551020408,2
KNN,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.57142857 0.85714286 1.        ],[0.         0.         0.28571429 0.71428571 1.        ],0.6938775510204082,2
OneClassSVM,0,0.49744,0.5,0.5,0.5,0.42857,0.57143,0.0,"[0.         0.         0.         0.28571429 0.28571429 0.57142857
 0.57142857 1.         1.        ]","[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 0.71428571 1.        ]",0.40816326530612246,2
LocalOutlierFactor,0,0.5625,0.57143,0.5555555555555556,0.6,0.71429,0.42857,0.14907,"[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.57142857 1.         1.        ]","[0.         0.         0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 0.71428571 1.        ]",0.4897959183673469,2
IsolationForest,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.         0.         0.28571429 0.28571429 0.42857143
 0.42857143 0.57142857 0.57142857 1.         1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]",0.3877551020408163,2
Xgboost,0,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.57142857 0.57142857 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 0.57142857 0.71428571 0.71428571 0.85714286 1.        ]",0.6122448979591837,2
RandomForest,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.         0.28571429 0.28571429 0.42857143 0.42857143
 0.57142857 0.71428571 1.        ]","[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.57142857 0.71428571 1.        ]",0.4795918367346939,3
DecisionTree,0,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,"[0.         0.         0.28571429 0.28571429 0.71428571 0.85714286
 1.        ]","[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.42857143
 1.        ]",0.6122448979591837,3
KNN,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.         0.         0.14285714 0.14285714 0.71428571
 0.71428571 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.57142857
 1.         1.        ]",0.3469387755102041,3
OneClassSVM,0,0.49744,0.5,0.5,0.5,0.57143,0.42857,0.0,"[0.         0.         0.         0.42857143 0.42857143 1.
 1.        ]","[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 1.        ]",0.489795918367347,3
LocalOutlierFactor,0,0.41667,0.42857,0.4,0.4444444444444444,0.28571,0.57143,-0.14907,"[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.57142857
 0.57142857 1.        ]",0.5306122448979592,3
IsolationForest,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.14285714 0.14285714 0.57142857 0.57142857 0.85714286
 0.85714286 1.         1.        ]","[0.         0.         0.28571429 0.28571429 0.42857143 0.42857143
 0.71428571 0.71428571 1.        ]",0.653061224489796,3
Xgboost,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.         0.28571429 0.28571429 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 1.        ]","[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.71428571
 0.71428571 0.85714286 1.         1.        ]",0.45918367346938777,3
RandomForest,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.         1.        ],[0.         0.14285714 0.71428571 1.        ],0.6224489795918366,4
DecisionTree,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.         1.        ],[0.         0.14285714 0.71428571 1.        ],0.6224489795918366,4
KNN,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
OneClassSVM,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.         1.        ],[0.         0.14285714 0.71428571 1.        ],0.6224489795918366,4
LocalOutlierFactor,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,0,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0.         0.85714286 1.         1.        ],[0.         0.57142857 0.71428571 1.        ],0.6632653061224489,4
Xgboost,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.         1.        ],[0.         0.14285714 0.71428571 1.        ],0.6224489795918366,4
RandomForest,0,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,[0.         0.         0.14285714 0.42857143 0.57142857 1.        ],[0.         0.14285714 0.14285714 0.28571429 0.28571429 1.        ],0.6020408163265306,5
DecisionTree,0,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,[0.         0.         0.14285714 0.42857143 0.57142857 1.        ],[0.         0.14285714 0.14285714 0.28571429 0.28571429 1.        ],0.6020408163265306,5
KNN,0,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.28571429 0.42857143 0.71428571 0.71428571 1.
 1.        ]","[0.         0.14285714 0.14285714 0.14285714 0.28571429 0.71428571
 1.        ]",0.7755102040816327,5
OneClassSVM,0,0.28571,0.28571,0.2857142857142857,0.2857142857142857,0.28571,0.28571,-0.42857,"[0.         0.14285714 0.28571429 0.28571429 0.71428571 0.71428571
 1.        ]","[0.         0.         0.         0.28571429 0.28571429 0.85714286
 1.        ]",0.6122448979591837,5
LocalOutlierFactor,0,0.59064,0.64286,1.0,0.5833333333333334,0.28571,1.0,0.40825,"[0.         0.14285714 0.28571429 0.57142857 0.57142857 0.71428571
 0.71428571 1.        ]","[0.         0.         0.         0.14285714 0.28571429 0.28571429
 1.         1.        ]",0.653061224489796,5
IsolationForest,0,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 0.85714286 1.         1.        ]","[0.         0.         0.14285714 0.28571429 0.28571429 0.42857143
 0.42857143 0.57142857 0.57142857 0.71428571 0.71428571 1.        ]",0.6938775510204082,5
Xgboost,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.         0.14285714 0.42857143 0.57142857 0.57142857
 0.57142857 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 0.71428571 0.71428571 1.        ]",0.5714285714285714,5
RandomForest,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.         0.28571429 0.42857143 0.57142857 0.71428571
 1.        ]","[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 1.        ]",0.5612244897959184,6
DecisionTree,0,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,[0.         0.         0.         0.42857143 0.71428571 1.        ],[0.         0.14285714 0.28571429 0.42857143 0.42857143 1.        ],0.5204081632653061,6
KNN,0,0.47594,0.5,0.5,0.5,0.28571,0.71429,0.0,[0.         0.28571429 1.        ],[0.         0.28571429 1.        ],0.49999999999999994,6
OneClassSVM,0,0.28571,0.28571,0.2857142857142857,0.2857142857142857,0.28571,0.28571,-0.42857,"[0.         0.         0.57142857 0.57142857 0.71428571 0.71428571
 0.85714286 0.85714286 1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 0.42857143 1.         1.        ]",0.673469387755102,6
LocalOutlierFactor,0,0.41667,0.42857,0.4444444444444444,0.4,0.57143,0.28571,-0.14907,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 0.42857143 0.57142857 0.57142857 0.71428571 0.71428571 0.85714286
 0.85714286 1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 0.57142857 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286
 1.         1.        ]",0.4897959183673469,6
IsolationForest,0,0.27083,0.28571,0.2,0.3333333333333333,0.14286,0.42857,-0.44721,"[0.         0.14285714 0.28571429 0.28571429 0.71428571 0.71428571
 0.85714286 0.85714286 1.         1.        ]","[0.         0.         0.         0.28571429 0.28571429 0.42857143
 0.42857143 0.85714286 0.85714286 1.        ]",0.6938775510204082,6
Xgboost,0,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.         0.         0.42857143 0.57142857 0.71428571
 0.85714286 0.85714286 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.57142857 0.71428571 1.        ]",0.5714285714285714,6
RandomForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.28571429 0.42857143 0.57142857 0.85714286
 1.        ]","[0.         0.42857143 0.57142857 0.57142857 0.85714286 0.85714286
 1.        ]",0.33673469387755106,0
DecisionTree,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.28571429 0.42857143 0.71428571 0.85714286
 1.        ]","[0.         0.42857143 0.57142857 0.57142857 0.57142857 0.71428571
 1.        ]",0.4387755102040817,0
KNN,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
OneClassSVM,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.28571429 0.42857143 0.71428571 0.85714286
 1.        ]","[0.         0.         0.14285714 0.57142857 0.57142857 0.85714286
 1.        ]",0.5408163265306123,0
LocalOutlierFactor,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.28571429 0.42857143 0.57142857 0.71428571 0.85714286
 1.        ]","[0.         0.         0.28571429 0.42857143 0.85714286 0.85714286
 1.        ]",0.5816326530612245,0
Xgboost,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 0.28571429 0.42857143 0.71428571 1.        ],[0.         0.42857143 0.57142857 0.57142857 0.57142857 1.        ],0.42857142857142866,0
RandomForest,1,0.3262,0.35714,0.25,0.4,0.14286,0.57143,-0.31623,"[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.71428571 1.        ]","[0.         0.         0.42857143 0.42857143 0.71428571 0.71428571
 1.         1.        ]",0.36734693877551017,1
DecisionTree,1,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,"[0.         0.28571429 0.28571429 0.42857143 0.57142857 0.71428571
 1.        ]","[0.         0.14285714 0.28571429 0.57142857 1.         1.
 1.        ]",0.37755102040816324,1
KNN,1,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,[0.         0.14285714 0.14285714 0.85714286 1.        ],[0.         0.         0.14285714 0.71428571 1.        ],0.5714285714285714,1
OneClassSVM,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,1,0.5625,0.57143,0.6,0.5555555555555556,0.42857,0.71429,0.14907,"[0.         0.         0.42857143 0.42857143 0.71428571 0.71428571
 1.        ]","[0.         0.14285714 0.14285714 0.71428571 0.71428571 1.
 1.        ]",0.44897959183673464,1
IsolationForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.57142857
 1.         1.        ]","[0.         0.         0.         0.28571429 0.28571429 0.71428571
 0.71428571 1.        ]",0.6122448979591837,1
Xgboost,1,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.71428571
 0.71428571 0.85714286 0.85714286 0.85714286 1.        ]","[0.         0.         0.14285714 0.14285714 0.42857143 0.42857143
 0.57142857 0.57142857 0.71428571 1.         1.        ]",0.5714285714285714,1
RandomForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 0.42857143 0.57142857 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.57142857
 0.71428571 0.71428571 0.85714286 1.        ]",0.2755102040816327,2
DecisionTree,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.        ],[0. 0. 1.],0.5714285714285714,2
KNN,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 0. 0. 1.],[0.         0.14285714 0.28571429 1.        ],0.35714285714285715,2
OneClassSVM,1,0.49744,0.5,0.5,0.5,0.42857,0.57143,0.0,"[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.         0.14285714 0.14285714 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 0.85714286 1.         1.        ]",0.5102040816326531,2
LocalOutlierFactor,1,0.47594,0.5,0.5,0.5,0.28571,0.71429,0.0,"[0.         0.         0.         0.42857143 0.42857143 0.85714286
 0.85714286 1.         1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.71428571 0.71428571
 0.85714286 0.85714286 1.        ]",0.44897959183673464,2
IsolationForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 0.42857143 1.        ]","[0.         0.         0.28571429 0.28571429 0.57142857 0.57142857
 1.         1.        ]",0.30612244897959184,2
Xgboost,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.42857143
 0.57142857 0.85714286 1.        ]","[0.         0.         0.28571429 0.28571429 0.42857143 0.71428571
 0.85714286 1.         1.        ]",0.3877551020408163,2
RandomForest,1,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0.         0.         0.42857143 1.        ],[0.         0.28571429 0.28571429 1.        ],0.5102040816326531,3
DecisionTree,1,0.41667,0.42857,0.4,0.4444444444444444,0.28571,0.57143,-0.14907,[0.         0.14285714 0.28571429 0.28571429 0.42857143 1.        ],[0.         0.         0.14285714 0.42857143 0.57142857 1.        ],0.4693877551020408,3
KNN,1,0.22222,0.28571,0.0,0.36363636363636365,0.0,0.57143,-0.52223,"[0.         0.         0.         0.14285714 0.14285714 0.42857143
 0.42857143 1.         1.        ]","[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 0.71428571 1.        ]",0.3673469387755102,3
OneClassSVM,1,0.3262,0.35714,0.4,0.25,0.57143,0.14286,-0.31623,"[0.         0.14285714 0.14285714 0.57142857 0.57142857 0.71428571
 0.71428571 1.        ]","[0.         0.         0.14285714 0.14285714 0.57142857 0.57142857
 1.         1.        ]",0.5714285714285714,3
LocalOutlierFactor,1,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,"[0.         0.14285714 0.14285714 0.57142857 0.57142857 0.71428571
 0.71428571 1.         1.        ]","[0.         0.         0.14285714 0.14285714 0.42857143 0.42857143
 0.85714286 0.85714286 1.        ]",0.6326530612244898,3
IsolationForest,1,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.57142857 0.85714286 0.85714286 1.        ]","[0.         0.         0.14285714 0.14285714 0.42857143 0.42857143
 0.85714286 0.85714286 1.         1.        ]",0.5102040816326531,3
Xgboost,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.         0.14285714 0.28571429 0.28571429 0.57142857
 0.57142857 0.85714286 1.        ]","[0.         0.28571429 0.42857143 0.42857143 0.57142857 0.57142857
 0.85714286 0.85714286 1.        ]",0.3469387755102041,3
RandomForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.42857143 0.71428571 1.        ],[0.         0.14285714 1.         1.        ],0.5204081632653061,4
DecisionTree,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.42857143 0.71428571 1.        ],[0.         0.14285714 1.         1.        ],0.5204081632653061,4
KNN,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 1.        ],[0. 0. 1.],0.6428571428571428,4
OneClassSVM,1,0.59064,0.64286,1.0,0.5833333333333334,0.28571,1.0,0.40825,[0.         0.28571429 0.71428571 1.        ],[0.         0.85714286 1.         1.        ],0.19387755102040816,4
LocalOutlierFactor,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.71428571 1.        ],[0.         0.85714286 1.         1.        ],0.19387755102040816,4
Xgboost,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.42857143 0.71428571 1.        ],[0.         0.14285714 1.         1.        ],0.5204081632653061,4
RandomForest,1,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0.         0.         0.         0.28571429 0.42857143 1.        ],[0.         0.14285714 0.28571429 0.42857143 0.42857143 1.        ],0.4285714285714286,5
DecisionTree,1,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0.         0.         0.         0.28571429 1.        ],[0.         0.14285714 0.28571429 0.42857143 1.        ],0.3877551020408163,5
KNN,1,0.41667,0.42857,0.4,0.4444444444444444,0.28571,0.57143,-0.14907,[0.         0.         0.28571429 0.57142857 1.        ],[0.         0.14285714 0.42857143 0.42857143 1.        ],0.48979591836734687,5
OneClassSVM,1,0.42857,0.42857,0.42857142857142855,0.42857142857142855,0.42857,0.42857,-0.14286,"[0.         0.14285714 0.14285714 0.57142857 0.57142857 0.71428571
 0.71428571 1.         1.        ]","[0.         0.         0.28571429 0.28571429 0.57142857 0.57142857
 0.71428571 0.85714286 1.        ]",0.5714285714285715,5
LocalOutlierFactor,1,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,"[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.71428571
 0.71428571 0.85714286 0.85714286 1.         1.        ]","[0.         0.         0.         0.14285714 0.28571429 0.28571429
 0.57142857 0.57142857 0.85714286 0.85714286 1.        ]",0.6938775510204082,5
IsolationForest,1,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 1.         1.        ]","[0.         0.         0.14285714 0.28571429 0.28571429 0.42857143
 0.71428571 0.71428571 1.        ]",0.6530612244897959,5
Xgboost,1,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.         0.         0.28571429 0.42857143 0.42857143
 0.71428571 0.85714286 1.        ]","[0.         0.14285714 0.28571429 0.42857143 0.42857143 0.57142857
 0.57142857 0.85714286 1.        ]",0.4387755102040817,5
RandomForest,1,0.35385,0.35714,0.3333333333333333,0.375,0.28571,0.42857,-0.28868,"[0.         0.14285714 0.28571429 0.28571429 0.28571429 0.42857143
 0.42857143 0.71428571 1.        ]","[0.         0.         0.14285714 0.28571429 0.57142857 0.57142857
 0.85714286 0.85714286 1.        ]",0.39795918367346944,6
DecisionTree,1,0.35385,0.35714,0.3333333333333333,0.375,0.28571,0.42857,-0.28868,"[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.71428571
 0.71428571 1.        ]","[0.         0.57142857 0.57142857 0.71428571 0.71428571 0.71428571
 0.85714286 1.        ]",0.30612244897959184,6
KNN,1,0.35385,0.35714,0.3333333333333333,0.375,0.28571,0.42857,-0.28868,[0.         0.14285714 0.28571429 0.57142857 0.71428571 1.        ],[0.         0.         0.57142857 0.71428571 0.85714286 1.        ],0.3979591836734694,6
OneClassSVM,1,0.49744,0.5,0.5,0.5,0.57143,0.42857,0.0,"[0.         0.         0.         0.57142857 0.57142857 0.71428571
 0.71428571 1.        ]","[0.         0.14285714 0.42857143 0.42857143 0.85714286 0.85714286
 1.         1.        ]",0.3469387755102041,6
LocalOutlierFactor,1,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,"[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.57142857
 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.         0.28571429 0.28571429 0.42857143 0.42857143
 0.57142857 0.57142857 0.71428571 0.71428571 1.         1.        ]",0.5204081632653061,6
IsolationForest,1,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.         0.         0.14285714 0.14285714 0.42857143
 0.71428571 0.71428571 0.85714286 0.85714286 1.         1.        ]",0.6122448979591837,6
Xgboost,1,0.35385,0.35714,0.3333333333333333,0.375,0.28571,0.42857,-0.28868,"[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.57142857
 0.71428571 0.71428571 1.        ]","[0.         0.28571429 0.28571429 0.71428571 0.71428571 0.85714286
 0.85714286 1.         1.        ]",0.32653061224489793,6
RandomForest,2,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.28571429 0.85714286 0.85714286 1.        ],[0.         0.         0.14285714 0.71428571 0.85714286 1.        ],0.6224489795918366,0
DecisionTree,2,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.28571429 0.57142857 0.57142857 0.71428571 0.71428571
 1.        ]","[0.         0.         0.28571429 0.42857143 0.57142857 0.71428571
 1.        ]",0.6428571428571428,0
KNN,2,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0. 0. 0. 1.],[0.         0.14285714 0.28571429 1.        ],0.35714285714285715,0
OneClassSVM,2,0.33333,0.5,0.5,,1.0,0.0,0.0,[0. 1. 1.],[0.         0.71428571 1.        ],0.6428571428571428,0
LocalOutlierFactor,2,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,2,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.28571429 0.42857143 0.71428571 0.71428571 1.
 1.        ]","[0.         0.         0.14285714 0.42857143 0.57142857 0.85714286
 1.        ]",0.7040816326530612,0
Xgboost,2,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.57142857 0.57142857 0.71428571 1.        ],[0.         0.         0.28571429 0.57142857 0.71428571 1.        ],0.6224489795918366,0
RandomForest,2,0.68889,0.71429,1.0,0.6363636363636364,0.42857,1.0,0.52223,[0.         0.14285714 0.42857143 0.42857143 0.71428571 1.        ],[0.         0.         0.         0.14285714 0.42857143 1.        ],0.7142857142857142,1
DecisionTree,2,0.62567,0.64286,0.75,0.6,0.42857,0.85714,0.31623,[0.         0.14285714 0.42857143 0.57142857 1.        ],[0.         0.         0.14285714 0.28571429 1.        ],0.673469387755102,1
KNN,2,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,[0.         0.         0.42857143 1.         1.        ],[0.         0.14285714 0.28571429 0.71428571 1.        ],0.6224489795918366,1
OneClassSVM,2,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,2,0.64103,0.64286,0.6666666666666666,0.625,0.57143,0.71429,0.28868,"[0.         0.         0.         0.28571429 0.28571429 0.85714286
 0.85714286 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.71428571 0.71428571
 1.         1.        ]",0.36734693877551017,1
IsolationForest,2,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.57142857
 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.         0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 0.85714286 1.         1.        ]",0.40816326530612246,1
